,errands_car,errands_no_car,shopping_car,shopping_no_car,commuting_car,commuting_no_car,education_car,education_no_car,leisure_car,leisure_no_car,accompany_car,accompany_no_car,business_car,business_no_car
91750132,3.3391755500561238,,3.630138855950014,,2.611127274138768,,3.4352221671801475,,2.07812785308279,,3.6880854102909284,,1.9322801346273826,
10600039,3.750567450188673,,4.05058720632148,,3.6199032979973516,,2.9411393540981448,,2.197440844747377,,4.298270448407255,,1.967489429422188,
81160077,,,4.909115986480415,,,,,,1.8387998230065634,,,,,
95720131,4.301953865574373,,6.718642033582758,,3.404579198290273,,5.319612508157714,,1.9653477337024725,,,,,
66330018,6.230348423472465,,6.141308706521864,,,,5.421668998216084,,2.647364731277524,,5.903234430547447,,2.020178031944734,
57540032,6.2068319107221175,,8.73337901101111,,3.437046730044666,,5.641280175873887,,2.9497559025474493,,5.941061078713008,,2.3711351592257186,
55700004,3.2125047688005375,,4.2883818248015375,,2.8844188805801814,,2.843393892979006,,2.2364860409833014,,3.770537535854163,,1.8042237060591801,
55700008,3.863831920885957,,7.5712316318159605,,3.2194147265770665,,,,2.275897929408881,,5.704038584733041,,,
84155003,6.313318847232113,,8.081852498303265,,3.328395560500245,,,,2.878671907556549,,,,2.4999478671325543,
65340011,3.5168402904617384,,4.158916372733624,,,,3.1285327781603383,,2.0085118885558386,,3.629599016144454,,,
81160078,2.5447465405359226,,,,2.797160564298208,,,,,,,,2.2139346278860126,
94790169,6.16085205905586,,5.9889554317755955,,3.3690980320505446,,3.774012737891969,,2.453344132913139,,4.476723589358968,,,
160630082,6.139173399790103,,,,,,,,2.8460691375910168,,,,,
59780040,4.143436684403032,,,,2.977646982579427,,,,2.3223817914423055,,5.432347038063775,,,
64400002,3.617406548007585,,3.628512775697859,,2.9553047232757166,,2.4482204353905708,,2.1948935610672007,,3.3237138199921183,,2.484602046629169,
65320014,,,8.716613597613474,,,,,,,,5.355434402413692,,,
92790122,2.8113068644765438,,6.730491021396219,,3.2187543995613983,,,,2.753757223514847,,,,,
81275002,3.5387320822627606,,,,,,,,2.789252040876797,,6.256901388387865,,,
57660008,3.592120421109554,,3.9868524133832928,,3.0351116651746244,,3.8338138720696997,,2.1161953388814374,,4.138674090101996,,1.9377938206698522,
71400501,4.638163165433136,3.038614995465211,3.884042364078899,,3.6117132567972012,,4.524265903870815,,2.1220739055054305,,,,1.8088869058464534,
130750039,3.036477394747847,,4.114977974931284,3.029558016817381,3.323875252618082,1.3862943611198906,,,2.2671725114001067,1.5700799001983636,4.010032434632746,2.707333842418627,,
34540035,3.6314642500174292,,6.580130803033874,,3.4012395237121376,,4.188031030726884,,2.486817560315254,,5.228914718890667,,,
92760144,4.839372728951656,,5.4070308227908415,,3.4184016027776964,,,,2.5081324534715996,,,,2.412524634234547,
73340501,3.0105779007978994,,4.8175834055810745,,3.1570681943513823,,4.20740111864213,,2.2883075633722187,,4.772906749836738,,,
31550001,3.8305520259697627,,,,,,,,,,5.3397702088453105,,,
81280131,3.3122501346607844,,5.847759500316029,,3.6173963335764365,,2.668823821601561,,2.0575516948608814,,4.532397534135788,,2.5626335437711028,
55540004,4.703258634043454,,7.6951824560470525,,3.1214183771027866,,4.646544382003923,,2.1467135140267346,,5.178767739463003,,2.4885828207181686,
73375006,,,3.451798341432923,,,,,,2.230027555740728,,3.1187728680482754,,,
73345001,3.695967552382264,,4.1355011066920175,,,,,,,,,,,
73170000,3.2636001036672067,,4.1257562250174935,,3.1666950666071525,,2.7821705352734623,,2.03058639895967,,3.6309514807930956,,,
34590006,4.1583960536171976,,4.2175009657091485,,3.2425351933239352,,,,,,,,,
10510011,6.64391534432126,,,,,,,,,,,,2.0412147639676252,
10560018,2.429019161482166,,3.568842986587443,,3.967171373446374,,3.4812219755372107,,1.745799659170282,,2.918309071959847,,1.957968480903982,
93765341,5.766263724299315,,7.454229379199455,,,,5.512312585889429,,3.3164487171100356,,5.637457609427132,,,
91840123,2.5664661870899366,,2.6740140785849382,,2.757383239967288,,2.4695637120936667,,1.7985195130625538,,3.219710934543614,,,
53660040,2.965535350758097,,3.7954734605221097,,3.0968300383845375,,,,2.0669317488444823,,,,,
53780024,3.945324859765512,,7.349613028910453,,2.893396792974666,1.3862943611198906,,,2.176028472987498,2.2194206785477464,4.751077132978905,,2.0433229799872468,
97715705,4.357499187964331,,5.7390325643520805,,3.939602713598468,,4.457681712928871,,2.3739612334096525,,5.286613357252433,,,
94710145,4.326365254327844,,7.1206694141585185,,3.956965180999665,,4.747692760412482,,2.642059409621886,,6.38917063059748,,2.5932313181226205,
95720111,6.13431475974364,,8.716906898688809,,3.8346020093852413,,5.484349532320322,,2.7132275149785254,,5.7354988574708035,,,
64390007,4.531647429105211,,7.561339852350028,,,,,,,,,,,
71370203,,,3.99892426369943,,,,,,2.430999147178383,,,,,
83175010,3.3640315343950937,,4.832895280451692,4.06890453379077,2.79082381125749,,3.53950181157319,,2.082350068608828,,4.84622351035439,,1.7465858650481254,
94745423,,,4.251875481225981,,,,3.398057391732014,,1.856638733841514,,,,,
81175001,6.085467493573545,,8.680194415153256,,3.2203458138095695,,5.465428006259715,,2.8031132752484917,2.560455450205839,5.995543154688124,,,
91730112,2.7310317495904153,,4.1215476098314365,,3.1869229391924936,1.3862943611198906,3.6818255456845344,,2.093221674956208,,4.698694723102918,,1.7553174294715492,
91870177,2.753138577614557,,5.874111350563894,,,,,,2.6428845509148284,,,,,
82365004,3.7229742663120042,,3.9559522590180753,,3.3008361615132658,,,,1.9565746164166642,,3.8564740620248377,,,
91900140,3.998173809485322,,4.39563172586949,,3.493754302561881,,,,2.07886209950463,,3.8766471690008886,,,
97745732,,,8.680908092862584,,3.7699893266009843,,,,,,,,,
59540012,2.583089462089187,,4.0481231539544975,,2.664213826555185,,,,2.041033631954151,,3.0710856633791686,,,
59580012,6.167101691033681,,6.482970310485973,,3.674647013466156,,5.505000682497162,,,,6.310969568080533,,2.15690728134381,
33595402,6.277007275646349,,8.404995217959343,,4.398683484245247,,5.456087603521319,,3.0673920470848626,,6.332821545878923,,,
84160022,2.55356269999139,,2.7543407965528552,,,,,,1.670058082864083,,,,,
55660084,2.7390622293223323,,3.1233813558962167,,2.759456838027149,,2.6529569639799337,,2.0239585702793352,,3.4318886802845396,,,
73380017,,,3.1225012568804233,,,,,,1.8991035643088374,,,,,
82250014,3.0706000193979683,,4.854140317246518,,3.0327878613616477,,3.602382858645867,,2.2810152010263285,,3.39819346052567,,1.6625177558469657,
64370011,3.7704373438432706,,4.715086801140189,,,,,,1.9408368437526518,,,,,
81180080,4.372118799661574,,3.2423547847371132,,,,,,1.9798232184928286,1.8116669556918252,,,,
55540020,2.678605543199101,,3.637654868171481,,2.635845442259995,,2.6760672883243846,,2.0807173878643943,,2.8937779878080843,,2.1082956901709777,
130725256,6.379786473172683,,8.580752915227288,,3.5844859632344246,,,,2.9223733840289348,,,,,
10620090,4.880114320525733,,8.545936925031585,,3.211176765351048,,,,2.563840562161777,,,,,
57740020,6.185476708496067,,8.785440896793212,,3.537115645736522,,5.495382029107809,,2.8263935576890873,,,,2.3754575147080645,
66340004,6.187448507794505,,8.71688139437655,,,,5.7515155649239835,,2.8241238665175947,,5.93254098790535,,,
120720232,,,4.2635370810766124,,2.867319802298057,,,,,,,,2.0209931573628785,
160770001,4.160269993687229,,4.417116986876093,4.561976123051396,3.3197545861759856,,2.5660933100868384,,2.2924061571908476,,3.6620880634652138,,1.8969472724347842,
160775051,4.815159863688996,,,,3.3573586247197644,,5.133883521897413,,2.574802971241701,,6.234301624095558,,,
95775532,5.994179232487415,,,,4.0774092154355985,,5.091919825027551,,2.7246064290533907,,6.775786239356078,,,
53660004,6.115159785354366,,6.516672138536343,,3.8239309358796154,,5.39532740740287,,3.042778273078996,,6.554577090551799,,,
53740020,5.23885463916501,,7.50605817260205,,3.4113868245596235,,5.306703746703226,,2.746132595157102,,5.422761804116584,,2.5441977543167633,
51620016,2.2528587829348736,,3.0792190633493064,,,,,,1.754736582437514,,2.806376013200728,,,
120715102,5.986015437656332,,,,4.426107720311221,,6.52599670854109,,3.349202429527908,,7.852322603988351,,2.9630109617984153,
83360105,2.4368880259621823,,,,2.5796819584184574,,,,1.912520341232418,1.51094563238054,,,,
57660016,,,8.85310735910185,,,,,,2.9617998263418035,,6.071700455969978,,,
59580044,6.214954856248016,,7.882590227425679,,3.70945632359328,,,,3.090478205983731,,4.63556838308617,,2.103833688809068,
59740056,,,3.4883385109208365,,,,,,1.817032537588431,,4.090278396933377,,,
73335006,4.967974302681855,,7.094797187367173,,3.4557728996647135,,,,2.4219044476979867,,5.548625781392852,,,
55540016,6.236085950986421,,8.785866589685277,,,,5.427133100403366,,2.635997760877981,,5.938363074451566,,,
59660024,4.631819457338135,,6.020060275743255,,3.0685276925727574,,2.6709369704137678,,2.3507492388303284,,4.854322773540316,,,
145235122,2.9715865135528694,6.844089882353108,3.2455794105975606,,3.2147823530516044,,3.1085464108484615,,2.179361153881261,,,,,
31540028,3.221082165099252,,3.8995149217142906,,,,2.9868997263003516,,2.231911077154926,,,,,
64320001,2.797726007660989,,3.838784034945683,,2.5896212526413387,,,,,,,,,
10530100,4.122655178242052,,4.959827868712449,,3.087295193822259,,,,2.1559809616264034,,3.5758675369552315,,,
71435010,4.193341838266683,,5.345258810303738,,,,,,2.161767700303263,,,,,
91750135,3.39358825252023,,3.9864170755809067,2.5966469368545435,3.2872951457794297,,,,,,,,1.6128966407687377,
33560002,6.079925509591486,,,,,,4.127795801555757,,,,,,2.426521655531985,
93750180,2.8007000742612194,,3.419305328968526,,3.5947115938255885,,,,2.4899202921624815,,4.7396027727033765,,2.762319260311904,
160660074,6.206684766746763,,8.581315936384518,,3.573819927568842,,4.000276167074178,,,,6.026033928166925,,,
94780165,5.489133834907566,,7.655361999543625,15.179502358281503,3.859511336532199,,5.984455117534695,,2.5590967851964677,,6.355209439466897,,2.2345113322515244,
91770139,6.0104247803962805,,8.761721102826382,,3.424507411644219,,5.6913453817658235,,2.9597670317970577,,6.447135448827695,,,
81180046,2.5014554855381963,,3.487064104673613,,2.6436963140113696,,,,1.9906894955944174,,3.0489312837556044,,,
100420113,3.723697990360122,,4.06594661276691,,3.032222791453019,,4.190726845913483,,2.25519119257017,,3.750812043605722,,1.891209178331323,
120650356,3.088556207989809,,3.9239361149581926,,3.4998337495818936,,3.057701306512197,,2.0711519628197643,,3.72457420807225,,,
91840138,2.2881777796847436,,3.5054881191956455,,2.5736304598703037,,2.389097244079148,,1.81724116981767,,2.9150336749731522,,1.8131767071433178,
97770151,3.3840507174912795,,3.714946718263606,,3.2491785628674803,,4.161830862366409,,1.9661000542136593,,4.22565238837426,,,
53820036,6.108318488085551,,8.755272554215848,,3.6783819031419904,,5.437980695762592,,2.892044370307876,,5.667732491664771,,,
64350025,3.333888683823978,,6.729206191235141,,3.096407894689809,,,,2.1258660013597597,,,,2.3805079182896605,
94740123,4.783443479959961,,5.620239024007941,,,,2.0997163549340314,,2.442619880472355,,4.371300503465697,,,
65330017,2.9182076256287077,,3.878640289038307,,2.8665644276419933,,,,1.861410005621299,,,,,
91850139,7.031159804173684,,8.875498354682817,,4.926633023732312,,,,,,,,,
94710195,5.813577733707964,,8.833501920320714,,4.116111567980561,,,,3.1244048188963727,,7.252153312444191,,,
160760022,3.1503741169527966,4.624015421563221,4.8283927595978176,,2.9009234757188245,,2.6668539565763636,,2.0209905005309454,,3.6977622460615325,,2.015011480720897,
66330013,3.5464074283371687,,4.268581723980758,,2.8627917904916074,,,,2.1176249051361786,,3.3432386011241704,,2.3672401612811624,
64310022,2.684589906968738,,,,,,2.5347494231763688,,,,,,,
95710180,,,6.848952748180042,,,,,,,,6.11559970819917,,,
130760014,2.6038225848282885,,4.4422832824067155,,3.461642813170801,,,,2.3688093392057716,,5.005214296645391,,,
145220570,3.9501840800383916,,4.871667868813157,,3.475158831836944,,,,1.882398152966348,,,,1.9706754518818181,
64320008,4.716154620566418,,6.343492973500522,,3.1267120640058184,,4.017336484076701,,2.2773325276379692,,3.853659301408748,,2.3646750568822092,
97795722,6.2083706385209965,,,,4.054705241605765,,,,2.91616083797686,,,,,
59620004,3.292844809927323,,5.387675371603902,,2.9775014342699446,,3.4063073675442936,,2.6012726854351578,,3.192529314350569,,1.764162950588751,
55660012,3.3875453506590087,,3.993109220807527,,2.5282198672620377,,2.792297185392677,,2.005488192438233,,3.4199079453843577,,,
84175005,4.467613814272192,,6.791435134319609,,3.0322269773655743,,3.2740614144949918,,2.4316023540149985,,,,,
57740004,3.916634524061559,,4.138687627786642,,2.934910881439271,,3.0688620811991907,,2.1403860567278388,,4.065360476538847,,,
120600198,6.068365814695156,,9.114290904330312,,3.3830673651923773,,,,,,,,,
91880132,,,,,,,,,,,,,1.9978124650430058,
91815144,,,,,4.334157571724521,,3.516403420627468,,1.9621118791153458,,3.6545429362920876,,,
10600005,3.295680570403049,,3.676526893383057,,3.1934484305400948,,2.513209233852905,,1.9760559875932704,,4.03382175166493,,,
146280130,4.347588842072107,,7.317073693680878,,3.490674928382227,,3.1496021415951496,,1.9732712052653114,,5.180180638596906,,,
84150073,6.340058548058137,,8.532015032449863,,,,,,2.2819828633570083,,5.5189335832790025,,,
57620008,,,,,3.3535656004413883,,,,1.8776367899249025,,,,,
145225126,6.20965387310499,6.365125607769245,8.795864608597299,,3.6597928949622247,,,,,,,,2.0434898103947274,
55540008,5.037039859812427,9.497094635229416,8.233979461643898,,3.1535895443267665,,5.431234353726277,,2.7480541199133808,,5.418646862141377,5.095144148513061,2.262727225891652,
53340016,2.7981329736416782,1.8924007934425089,3.3835567766715475,3.6493791217943334,2.831406527668063,1.3862943611198906,2.230991595741577,,1.9418159820007126,1.6148505633720065,3.313458374910873,,1.7665270828227597,
96720140,,,9.689598227825986,,4.605807155622889,,,,2.898358287749027,,,,2.255224637713256,
66330009,2.5728087023560224,,3.29103897159307,9.381268908237878,,,2.7758686539741673,,1.7936287826897948,,3.9279850924645494,,,
146270360,,,6.7893260408018765,,,,,,,,,,,
160660063,,,4.086956379239555,,,,,,2.6234730620467523,,4.217429886907426,,,
92750116,,,,,,,4.079405124578846,,2.7795739990054127,,,,,
64330007,,,3.3673941902677686,,3.383511378412393,,,,,,3.1109916512578084,,1.8868424087137121,
33580024,3.0050524487843497,,,,,,,,2.337707550243464,,3.63263411573041,,,
66350008,,,7.754370531774004,,3.728510643803626,,,,2.695612522259546,,5.924067343491762,,,
120610433,4.222211543175783,,4.969260758045323,,,,3.6283399786887736,,2.716440465048985,,5.849649773148594,,,
53700012,3.5869983054471946,,4.288864926038463,,2.395678539351933,,3.3330143180176868,,2.022691048922523,,,,2.1181884657032244,
146250020,3.7516383016839923,,,,,,,,2.121354631244338,,,,,
92730116,4.023578579267249,,,,,,,,2.466056204053976,,4.10188818123121,,,
32410014,2.703743863191883,,3.683412979353558,,,,2.100624098141241,,1.8964059771264357,1.6182835700152216,3.08110461351231,,,
97800133,4.604124148963698,,4.946492454530089,,3.291320121844085,,4.178544771056581,,2.341771514478331,,,,,
10595993,5.022206734345658,,,,,,,,2.7784878687233023,,,,,
64310014,,,,,3.788765854691059,,5.238076810476401,,,,5.528771283938248,,,
83375006,6.335603176011984,9.383359061788596,8.565526835352868,,3.7223257962314285,,,,2.873025505479461,,,,,
59580032,3.619001648913354,,5.57218145502876,,3.5459051562103387,,2.803349040459755,,2.088079919674032,,3.9063597010222733,,1.9275897755827778,
81165005,3.3889469566118766,,4.3345650305697285,,3.0769282907426243,,,,2.1202645764544092,,2.6140240389010048,,,1.7462253208072611
34040000,3.3796156356696403,5.765523760918285,5.6144140139580765,,3.2174487151990085,,3.3075843558516214,,2.028208301389884,1.8528295589808559,,,1.9620102822730725,
130750049,2.5408172649788394,,5.055518210169012,,,,,,,,3.547973252196826,,,1.5404871836482115
64360008,2.7555147337676456,,5.320793000016814,,2.973688734392484,,,,2.438909489567999,,,,1.5607611311176295,
55660076,3.1341351088684872,,4.061678427633475,,2.877010785066435,,3.198135466959309,,2.1483645582386552,,3.7461094161239,,1.875451255969766,
95740117,2.789633084184553,,4.849871729598775,,3.125540460049608,,,,1.944686894384765,,5.0679398511768685,,,
33550001,4.546113999164888,,5.908871460090451,,1.8956399239593567,,,,2.44635239797209,,,,,
66340007,,,7.414663999434661,,3.564232250247185,,4.7940056406375655,,2.590523119314864,,5.577369514866575,,2.139212878148631,
92620000,3.87387321816745,,4.554342904446258,3.9830750351280764,3.290435741012237,,2.714358386439576,,2.143665459319301,2.0412153112217966,3.786041252193371,,1.9865951729252935,
81150050,2.623026415389279,,7.327013086500838,,2.619356346819522,,,,2.1568531534286373,,4.475066038151073,,,
91820125,3.0050524487843497,,3.000864724871906,,,,,,1.786671609818243,,3.249542585054476,,,
150845053,,,,,,,,,1.7562558171170555,,,,,
81350015,,,,,,,4.383696577162999,,2.622842047730875,,,,2.869514485548196,
150910020,6.102478099383677,,8.648880018140702,,,,,,,,,,,
150910375,3.4146803594544486,,5.248428476684133,,3.446203856850931,,2.759210408707081,,2.150393035126966,,,,,
71435009,3.799106831710641,,4.998581835319053,,,,,,2.3553923516854587,,5.0566607200305835,,2.1577995302457613,
120630080,3.154792112973282,3.8541619440535566,4.4066131724398305,,3.217552385357841,,,,2.1063511884411636,,4.04565828170219,,1.5898348801369944,
73340007,4.098973999062458,,4.54279360971309,,2.7436780133249363,,3.6837610368348943,,2.1752545287363505,,3.375153777534338,,,
82110000,,8.400028845965105,3.677018439942762,14.149499572729,2.5035052504066915,,5.04026619344507,,2.6369231212035706,2.221132860013273,5.9063520293597,,1.9511860854019396,
97790155,4.949418327290614,,7.202493072948531,,3.8064654502427753,,4.454657091370308,,2.7074860767325175,,5.790303114520053,,,
83365004,3.5743538352306827,,4.900601408665315,,2.989282404653406,,3.863686509389311,,2.0374262788553037,,4.001643826743026,,1.919415346272882,
64340007,,,,,2.8076485498316726,,,,1.8602739396833212,,,,,
53740032,6.191855177738061,,8.704459082545355,,3.360995027858738,,5.494510411596345,,2.8459607003048304,,6.1081865864984835,,2.3490163311633316,
73385006,4.939107071089208,,6.066193438545509,,3.125281588503438,,,,2.6853764701018434,,5.727981411085631,,,
53340008,5.005233655320623,,7.520718595028417,13.914337473465448,,,5.000453013027702,,2.584811298594655,,5.368715848838456,,,
83275005,4.431968021753318,,7.5664007037665,,3.0216312457324914,,,,2.76358583507904,,4.465886350165949,,2.0474323852018648,
83360014,4.832378725738326,,6.388514848715509,,,,,,,,5.286230511691318,,,
96770131,2.8353997761419105,,3.9779670324913394,,4.0593202194667555,,3.3298442909858377,,2.0152741423577973,,3.642971914469748,,2.206407172157721,
55620012,3.0932735033548546,,4.842840185320151,,3.061903403542633,,3.9529160767832368,,2.145304050051563,,3.7540611504332064,,2.003812314753527,
96740147,4.32805589750488,,4.809405496112778,,3.7008558646510883,,,,2.154433534050992,2.1460974572798817,4.109066263904157,,1.6735962969677523,
91740141,4.851906216157354,,,,3.4548143282668615,,,,,,5.302778165913347,,,
71325007,6.313318847232113,,,,,,,,2.544362752391669,,,,1.9470128552580088,
55540012,5.230754578822972,,9.867756228175057,,3.398399498624305,,5.423023316385534,,2.7472485185140174,,5.907548672481717,,2.318575929241639,
130745452,5.138251681280547,,4.595972034799478,12.489514782356833,3.67102889449804,,3.718921277435115,,2.4817575626499084,,3.872697240414115,,,
33605408,5.338965054853314,,7.5572612430922455,,3.832568250492784,,5.780580674868925,,2.671753265022107,,6.090446272015498,,2.382923549723435,
97795723,6.163756991702763,,8.649717851355524,,,,4.25909716795592,,2.8021733161216487,,7.4447362564092785,,,
146270060,4.331728494985646,,6.299996273743413,,3.282455643412224,,5.0660117669843014,,2.133702900382341,,5.952154366636845,,,
91760129,4.981302535480149,,6.2526295696326715,,,,,,2.852238047034986,,,,,
64320019,3.5271552411991136,,4.22691875054222,,2.9443822878788515,,,,2.3497316628310956,,,,,
82355008,4.457994633788524,,3.7037183323853524,,3.0784851196406264,,,,,,,,,
33590013,6.3345677487156475,,8.741194297927565,,4.249110412184317,,5.969176216660829,,2.8334569491321795,,,,,
94710214,6.562778379325613,,9.704521789577184,,,,,,3.151609923782864,,,,,
94790136,3.120934919310071,,4.459935322705645,,3.2467370005833787,,3.720252580053472,,1.9940944876684767,,3.893998295183275,,,
120690590,3.284075732474374,,3.495282032410307,,,,,,2.0078822915727907,,3.385896304273469,,,
97720130,2.9630237636948644,,5.03855144629004,,2.8361671031099296,,2.9439002261280742,,2.612794407908968,,3.5996806581649943,,,
64310013,3.062158416807645,,4.246484443354826,,2.853438805742281,,2.8124085989631116,,1.957604562859385,,3.215625125533942,,1.5436115989659167,
96720139,6.585303228024539,,,,,,5.711543990001378,,,,6.741421094070969,,2.925956441556477,
55620008,6.086490211939166,,8.614395096398667,,3.104461084090084,,,,,,4.365526492239809,,,
81180050,4.436932000888393,,,,,,,,2.2875426777619046,,,,,
32565407,6.332643811512196,,8.823088722176719,,3.6588148267560494,,5.4877644720007925,,3.02702329644314,,5.4388136407008645,,,
57620016,6.341509552637399,,,,,,,,2.5452566775043404,,5.993485095019839,,,
93710151,3.422052470721867,,4.833793582042655,,3.6937072845515533,,3.437869354469414,,2.10363284623162,,3.3977726354772924,,,
120655502,4.60365021678078,,6.2876533712080365,,3.789033613411844,,5.684573373083289,,2.610685757543629,,6.442451446309956,,2.3848321645024226,
82165003,3.6628162273252647,,5.214018251518367,,3.1642312105014114,,3.698724823061778,,2.15070406294873,,,,1.9369028187598045,
130730080,,,,,,,3.7213669066592985,,,,4.087821711529258,,,
71370068,3.505263220490266,,3.8734812666993426,,,,,,2.310665278119678,,3.1214847152395744,,2.4572338752686393,
93725318,6.539348996368054,,7.448062718229032,,,,,,2.8648592202415424,,6.265921704825165,,,
66310018,3.4101465108046254,,,,,,,,2.0315433243139984,,4.720153912162906,,1.750190362928968,
84265002,3.554900339658034,,8.068798376896897,,,,,,,,4.095879137629945,,2.2597934982413292,
97750129,3.0556969058031394,,3.384276773782956,,2.675012447312429,,3.641665102609456,,2.093841836150138,,4.018970252799674,,,
33520059,5.065228892276706,,7.74983389983373,,3.7217500880884273,,5.132641112660385,,2.470620595233361,,6.150619002744835,,2.1797177538828967,
84360008,,,,,2.597357139135325,,4.414619698157666,,2.741613849375787,,5.576552023615406,,,
92740120,,,,,,,4.8474594229521095,,,,5.46040234223753,,,
66310015,3.531716577119774,,5.93006152779663,,3.6295723069738686,,3.5195490130934024,,2.371671506365783,,4.240231561695441,,1.6482854354194052,
120670440,,6.619849233314297,3.095456979793616,,,,,,,,,,,
130765655,5.918357442503123,,9.137999662453176,,4.145932829845518,,5.628938064264075,,3.224667139422231,,6.310540732357748,,,
150880235,,,,,,,,,,,3.779111085511635,,,
31530012,,,,,,,,,2.3573357155700188,,,,,
59620052,5.329702446709332,,4.551513507384048,,3.058080109198938,,3.739961732178765,,2.1919889413101004,,,,,
150835052,,,9.109080526089025,,3.6511893789609564,,,,,,,,,
64370001,,,3.481489701081455,,,,,,,,,,,
145230010,6.0914282663232555,,8.215229039333623,,3.5447989757173795,,,,,,,,,
55580028,,,,,3.4241510217364093,,,,2.827650200193114,,,,,
97750164,4.473444250906218,,4.801473083627902,,2.8280743689211922,,3.6596205558971584,,2.818240541190162,,3.5865081652701347,,1.989312780076518,
130765660,5.286587841422751,,4.773772444932763,,,,,,1.818895820194238,,5.718949418418848,,,
120610540,,,3.398084382206447,,,,,,1.8134528667446523,,,,,
34530004,5.307963836270762,4.928434107300275,7.460620804987416,,3.431776527641798,,2.878018817451286,,2.2757134539613273,,3.9386415502803587,,2.222982454397909,
100450116,4.965947219226059,,7.993124930889414,,3.460833639088898,,3.9883730093750676,,2.7638346635030406,,4.404079405872752,,,
64400008,3.4108685983222027,,3.45142798722214,,2.683595858946046,,2.613406159058326,,1.8930218260757499,,3.523670146701554,,1.7106691192810843,
97770159,3.4807122010905793,,4.957572477602908,,2.345271787950459,,2.9961824394388783,,2.244683476652494,,3.8951026888238562,,1.7019011037201548,
91820120,2.9342506461866655,,4.708440755124333,,3.6021917884810684,,4.3748021297491695,,2.0593810196110685,,3.7891934498479873,,,
93750208,6.078881077686997,,8.580425512771528,,,,,,,,,,,
91870150,2.28372117986164,,4.129902489902631,,,,,,1.9266820901584736,,,,,
10620023,2.6663445380492266,,4.830272872576663,,,,,,2.2317252409802237,,,,,
91740121,3.6250827040065228,,,,,,3.219494409676963,,2.2742629043758766,,3.684455379470485,,,
145240080,3.8574752997537027,,5.54242052163987,,3.3055229396397072,,4.250226592073344,,2.482418956848265,,,,,
33610008,4.762829380045076,,,,,,,,2.3775112876195745,,3.973156785245068,,,
84170013,2.925307729146727,,6.846526942701086,,,,,,,,,,,
150810030,5.922188003176376,,7.883047286580362,14.046351469170904,3.9821640522999733,,4.205057694607558,,2.937887428629374,1.9580429595130262,5.402577853677023,,2.7856436364823813,
71405009,5.704055441145369,,5.373938498464396,,3.317909850219943,,,,2.448950844886686,,4.680831567100537,,,
94750136,4.134145033682655,,5.440776753825046,,3.430631462187301,,3.7011895960786942,,2.428765831858856,,3.63263411573041,,1.9278467897613898,
10625262,5.700655861093673,,,,,,,,,,,,,
81150028,,,3.1694402087619222,,3.322689695734377,1.3862943611198906,,,2.2261146416794775,,3.4405316645212776,,,
65340004,2.9327555044945113,,4.488576224710106,,3.775305809890878,,3.1190257554727134,,2.0939727007041546,,6.668911691663295,,,
81190001,6.012600442296429,,7.879909180041504,,3.3148353964578705,,5.600039596331649,,2.960339373967348,,6.39410277005446,,,
53820072,4.2746305037768595,,6.973300451959577,,3.163084580516236,,4.877750398810771,,2.6183735521353575,,5.115092589005489,,2.3613940287318385,
120600052,2.8250382926340674,,3.8440525825153147,,3.139516942809947,,,,1.7666726202776795,,,,,
31580037,3.1584656347054185,,3.1568186187791905,,3.500514827795522,,,,1.8625136976332235,,3.4481161396145374,,1.7063687633125906,
83255005,5.923888077407388,,8.266698417052508,,3.588985471010709,,5.564834729463181,,2.7638900337007914,,6.467830804778858,,2.4172085685729465,
59700008,6.183697972717365,,8.736247137268744,,4.028152560063981,,5.529115777681408,,,,,,,
57700032,3.284482490780103,,5.4689575544259865,,3.3213631706580458,,,,2.1385871051630665,,,,1.8802652328953915,
81275009,4.076371628042086,,5.632532427492309,,3.4117040640639997,,3.971806102442673,,2.4186871448407663,1.8580500524576105,4.651239742088646,,2.1306548135347376,
34520001,,,,,,,,,3.0489871400146527,,5.896460151853253,,2.332419662875936,
59620060,2.7613447287315402,,3.440121581864985,,,,,,1.7288586888981687,,2.909128955283379,,,
160540000,3.14622784839894,,4.728054255571991,,,,2.697787673619645,,2.1781934358690958,,,,,
130745453,6.71357413323052,,8.766122885505833,,4.015384367911828,,5.462133444750781,,,,6.082645830003076,,,
31515407,,,,,,,,,,,,,2.5580921796598806,
91870162,2.3069855809807587,,6.491317739648309,,3.5749796580323343,,2.1579399058022743,,1.9101524066044395,,,,2.0778582119140774,
93770158,6.322184427789755,,7.262427712380269,,3.459315453984075,,5.429774211772894,,2.4349395478397557,,5.931297530405907,,,
82355006,4.148621569765728,,4.627766172439871,,3.0343556072857103,,,,2.036861810014885,,,,1.814553529065326,
83355004,3.2726517863662155,,3.5416258022576677,,2.7148512456580876,1.3862943611198906,2.81991844998468,,2.172671714552069,1.6224591805944513,4.200212529441252,,1.8497471681431932,
81150041,2.712677495031292,,2.820133535003753,,,,,,,,,,,
10565690,3.9823532228364837,,,,3.1855667394941762,,,,2.62465501337259,,4.053348603731449,,,
94750154,,,5.91151789696907,,,,,,1.9253843768681107,,,,1.6411647394234257,
130745455,4.065599748878051,,5.265814722306793,,3.6987540547695525,,3.739072318182749,,2.6075600607311458,,4.408265878545435,,,
94715401,6.17060937303543,,,,4.233339162638846,,5.294456677411886,,2.964052713569093,,6.739533891818996,,,
