index,education_many,education_few,shopping_many,shopping_few,leisure_many,leisure_few,accompany
130030000,297,70,970,72,587,57,432
130040000,117,3,421,31,312,29,175
130710027,2,0,14,0,16,0,1
130710029,12,0,48,6,49,5,24
130710033,10,0,27,1,84,5,10
130710107,103,2,350,37,181,12,156
130710110,45,1,109,10,148,10,45
130710156,31,1,118,12,111,4,55
130715151,3,0,5,0,32,0,6
130715152,8,0,16,1,33,2,6
130715153,23,0,66,1,74,2,25
130715154,12,0,67,1,118,6,18
130715155,14,0,70,0,204,6,16
130715156,13,0,10,0,160,0,7
130715157,8,0,10,0,42,1,7
130715158,16,0,31,0,63,4,21
130715159,23,1,95,2,197,17,34
130715160,12,0,28,1,107,3,18
130715161,8,0,20,0,53,2,12
130715162,14,0,38,1,40,3,30
130715163,16,0,48,3,41,0,25
130715164,11,0,16,0,31,0,11
130720006,36,0,97,1,61,5,48
130720029,9,0,11,0,22,1,12
130720036,3,0,30,8,30,1,14
130720043,43,6,136,8,211,8,71
130720058,7,0,15,0,11,1,6
130720060,9,0,78,2,103,8,10
130720074,4,0,17,0,7,0,5
130720091,7,0,18,0,20,1,10
130720093,5,0,14,0,14,0,5
130720106,11,1,44,4,38,6,19
130725251,31,0,20,1,48,0,17
130725252,27,0,43,2,67,4,32
130725253,5,0,25,2,14,0,6
130725254,5,0,15,0,33,0,5
130725255,10,1,12,0,58,0,14
130725256,12,0,30,1,85,6,15
130725257,11,0,23,1,38,4,11
130725258,9,0,7,0,64,4,11
130725259,7,0,28,1,69,2,8
130725260,19,0,70,3,28,1,20
130725261,10,0,31,1,21,1,7
130725262,12,0,19,0,66,4,14
130725263,33,0,68,4,43,2,29
130730011,16,0,99,0,127,3,15
130730035,16,1,32,0,24,4,23
130730055,3,0,9,0,22,1,3
130730070,7,0,34,1,32,3,7
130730080,29,0,63,0,50,3,28
130730088,64,11,239,5,150,10,94
130730089,4,0,6,3,3,0,7
130730105,8,2,99,2,63,5,9
130735351,8,0,31,1,21,4,14
130735352,41,1,72,0,52,3,40
130735353,33,0,106,11,79,7,48
130735354,10,0,121,1,129,13,13
130735355,7,0,23,0,19,3,10
130735356,5,0,7,0,19,1,5
130735357,14,0,103,2,159,7,21
130735358,7,0,16,0,20,1,8
130735359,16,1,104,14,143,14,33
130735360,15,0,26,1,47,2,16
130735361,32,0,113,4,47,9,46
130735362,19,13,77,0,97,6,19
130740026,25,2,47,2,33,5,28
130740035,6,1,21,8,22,2,13
130740087,61,3,193,7,153,8,83
130745451,21,0,28,0,62,3,30
130745452,12,0,34,0,33,2,25
130745453,8,0,12,1,16,1,4
130745454,25,0,71,1,116,9,18
130745455,19,0,22,1,67,2,19
130745456,11,0,14,0,33,2,13
130745457,26,1,36,0,34,3,21
130745458,16,0,19,0,55,1,12
130745459,53,0,60,1,78,8,34
130750005,12,0,52,1,36,3,21
130750039,112,112,301,50,148,17,212
130750049,15,0,124,9,168,6,21
130750105,10,0,40,4,28,3,20
130750130,6,0,18,0,21,0,9
130750136,12,0,42,27,34,17,38
130755551,23,0,48,1,64,4,28
130755552,10,0,34,3,46,2,24
130755553,7,0,15,1,40,2,8
130755554,2,0,20,0,24,1,2
130755555,18,0,22,1,29,3,20
130755556,22,0,31,2,36,6,28
130755557,41,0,26,1,58,6,24
130755558,5,0,13,2,27,1,7
130755559,20,0,48,0,38,7,26
130755560,3,0,3,0,21,3,3
130755561,10,0,99,2,119,13,14
130755562,14,0,77,2,147,6,17
130755563,20,0,25,1,37,6,21
130760014,26,0,46,1,38,3,24
130760060,15,0,49,1,19,5,28
130760088,5,0,22,0,17,3,10
130760090,22,0,62,4,39,3,32
130760108,19,0,51,1,47,7,30
130765652,8,0,4,0,23,0,9
130765654,30,0,30,0,46,2,27
130765655,12,0,41,1,46,3,13
130765656,5,0,16,1,48,1,8
130765657,12,0,39,0,31,2,10
130765658,8,0,5,0,25,2,6
130765659,9,0,10,0,17,1,14
130765660,9,0,20,0,25,1,7
130765662,11,0,5,0,18,2,13
130765663,11,0,33,6,72,10,15
130765664,16,0,40,0,95,1,20
130765665,13,0,26,1,22,0,17
130765666,7,0,33,2,23,6,13
130765667,11,0,30,0,36,2,14
130765668,21,0,53,4,93,6,29
145110000,364,44,1190,116,1033,49,656
145210010,5,0,12,0,16,1,7
145210020,31,0,106,5,57,5,44
145210035,31,0,69,6,55,7,43
145210110,9,1,12,5,40,5,21
145210130,18,0,13,1,20,1,7
145210150,11,0,10,0,34,1,10
145210160,9,0,16,0,17,5,6
145210170,19,0,48,1,91,11,10
145210200,4,0,17,0,13,4,3
145210240,8,0,9,0,10,0,5
145210250,7,0,11,0,8,0,5
145210260,8,0,15,2,20,5,8
145210290,6,0,15,0,16,0,7
145210310,7,0,11,0,18,2,5
145210320,5,0,16,0,27,1,8
145210330,4,0,6,0,21,1,5
145210355,11,0,26,1,21,2,5
145210370,12,0,25,1,25,1,13
145210390,27,0,83,1,77,14,34
145210400,2,0,16,0,9,0,2
145210410,23,0,42,0,37,1,15
145210440,7,0,21,0,46,3,9
145210450,24,0,63,2,29,5,34
145210460,36,1,50,5,42,9,24
145210495,23,0,26,1,32,2,10
145210500,5,0,26,0,25,2,6
145210530,29,1,45,3,33,7,23
145210540,7,0,14,0,14,1,7
145210550,26,0,95,1,58,4,36
145210560,12,0,24,0,22,1,10
145210600,1,0,2,0,5,0,3
145210620,20,0,45,2,32,1,22
145210630,12,0,13,1,11,4,7
145210640,22,0,19,1,10,2,8
145210670,7,0,20,4,30,3,6
145215101,28,0,17,0,12,1,10
145215103,19,0,33,0,31,4,16
145215110,9,0,17,0,21,5,8
145215115,19,0,56,1,46,3,18
145215130,10,0,12,0,24,1,5
145215132,27,0,36,0,40,2,11
145215133,36,0,116,26,32,3,53
145215138,22,0,38,4,30,3,18
145215139,24,0,27,1,26,1,13
145215140,28,0,71,0,92,6,21
145215405,20,0,19,1,11,2,15
145220020,16,0,17,0,27,3,10
145220035,20,0,12,0,21,3,13
145220050,32,0,58,2,31,5,36
145220070,7,0,11,0,51,0,6
145220080,32,0,73,3,43,6,39
145220110,10,0,26,0,8,0,8
145220120,9,0,6,0,13,0,9
145220140,46,0,69,0,38,3,33
145220150,25,0,66,2,68,3,30
145220170,12,0,16,0,29,0,2
145220180,130,57,305,14,164,19,154
145220190,3,0,14,0,21,2,3
145220200,9,0,13,0,5,1,6
145220210,12,1,17,1,28,1,9
145220220,4,0,4,1,8,1,3
145220230,21,0,56,1,58,6,24
145220240,21,0,15,1,27,6,12
145220250,10,0,12,0,16,2,12
145220260,7,0,21,1,13,0,8
145220290,8,0,4,0,24,0,3
145220300,2,0,3,0,13,1,2
145220310,12,0,24,25,62,3,40
145220320,9,0,13,0,10,2,8
145220330,18,0,25,1,61,4,14
145220350,6,0,10,0,17,1,8
145220390,8,0,15,1,12,1,5
145220400,11,0,13,0,31,2,5
145220420,8,0,16,0,21,2,11
145220430,12,0,5,0,5,1,6
145220440,37,0,48,1,52,5,11
145220460,35,0,48,0,60,11,26
145220470,10,0,13,0,19,1,3
145220480,5,0,6,0,20,2,4
145220500,5,0,6,0,45,0,5
145220510,13,0,26,0,24,2,8
145220540,25,0,12,0,17,2,9
145220570,10,0,21,1,32,2,9
145220580,5,0,4,0,23,1,4
145225102,18,0,61,0,55,3,30
145225113,16,0,14,0,15,1,7
145225119,35,27,93,30,46,5,86
145225123,6,0,13,0,22,0,5
145225126,32,0,52,4,119,1,30
145225129,13,0,11,1,29,1,7
145230010,6,0,24,1,21,2,10
145230020,22,1,64,1,106,9,29
145230030,1,0,1,1,16,5,2
145230040,4,1,28,6,37,10,14
145230090,8,0,14,1,8,0,6
145230100,11,0,24,1,21,1,8
145230160,22,1,34,1,40,7,19
145230170,15,0,22,0,86,2,10
145230200,17,0,20,0,37,5,13
145230245,4,0,6,0,17,0,4
145230280,7,0,7,0,5,1,5
145230310,8,0,19,0,19,3,4
145230320,151,8,275,40,177,20,210
145230330,1,0,11,0,18,8,2
145230360,14,0,33,19,26,2,29
145230365,23,0,15,0,33,5,10
145230380,9,0,11,0,5,2,4
145230450,21,0,16,0,25,0,15
145235107,17,0,25,1,88,7,16
145235120,6,0,11,0,37,3,6
145235122,22,0,66,1,57,3,39
145235125,28,1,77,4,125,8,38
145235131,10,0,21,0,44,2,8
145235134,21,0,35,0,74,4,25
145235402,14,0,9,0,21,3,10
145240020,10,0,14,0,114,0,5
145240060,7,0,16,1,9,1,6
145240070,8,0,11,0,9,2,6
145240080,32,2,107,14,104,4,60
145240090,5,0,9,0,28,2,6
145240120,24,4,57,0,238,6,30
145240140,11,0,9,1,5,0,4
145240150,2,0,1,0,10,1,2
145240170,23,0,20,1,56,1,15
145240200,36,0,30,0,23,0,18
145240210,5,0,14,0,20,1,4
145240230,5,0,16,0,13,0,10
145240250,12,0,38,0,23,0,12
145240300,27,0,72,2,43,4,40
145240310,6,0,9,3,17,0,9
145240320,36,0,71,2,83,1,28
145240330,211,28,461,35,214,22,254
145245104,32,0,67,0,92,4,28
145245111,16,0,54,8,34,4,29
145245114,59,0,121,3,229,8,56
145245118,31,0,72,1,92,4,25
145245128,38,0,76,7,181,8,38
145245135,21,0,22,1,55,3,16
146120000,943,147,2295,150,1905,105,1340
146250010,16,0,22,10,22,4,20
146250020,56,1,278,12,112,15,139
146250030,7,0,19,0,18,3,5
146250060,7,0,7,1,1,1,2
146250090,10,0,19,0,17,2,12
146250100,3,0,11,0,4,2,3
146250110,10,0,11,0,6,0,6
146250120,6,0,3,0,35,1,4
146250130,4,0,14,0,13,0,5
146250150,2,0,4,0,6,0,3
146250160,2,0,17,0,30,0,5
146250200,13,0,35,1,13,2,17
146250220,7,0,6,0,18,3,5
146250230,2,0,8,0,5,0,5
146250240,43,1,107,5,144,13,62
146250250,28,2,76,2,52,9,40
146250280,12,0,16,2,17,3,10
146250290,1,0,6,0,9,1,2
146250310,13,0,21,0,13,1,11
146250330,12,0,25,0,35,2,15
146250340,8,0,10,0,23,0,7
146250380,11,0,40,0,9,0,11
146250420,4,0,7,0,8,1,3
146250430,19,0,31,0,80,6,14
146250480,27,0,62,6,54,5,48
146250490,3,0,3,0,11,0,5
146250525,12,0,19,0,30,3,15
146250530,2,0,3,0,6,2,1
146250550,11,0,7,0,8,0,9
146250560,11,0,15,0,47,2,9
146250570,2,0,1,0,13,0,3
146250590,3,0,8,0,9,1,3
146250600,13,0,10,0,19,3,9
146250610,18,0,8,0,24,2,9
146250630,12,0,17,1,14,1,8
146250640,12,0,16,0,18,1,10
146255207,21,1,61,3,47,8,19
146255211,10,0,19,0,15,1,7
146255212,4,0,6,0,7,0,7
146255218,6,0,31,0,55,1,10
146255223,5,0,5,0,8,1,4
146255231,14,0,37,7,63,7,20
146255501,18,0,27,0,28,3,19
146260060,5,0,14,0,33,5,10
146260085,17,0,59,3,46,9,21
146260110,101,5,249,36,184,13,153
146260180,18,0,27,1,52,5,20
146260245,14,0,27,0,44,6,9
146260250,4,0,11,0,21,2,7
146260280,5,0,16,0,42,0,7
146260300,9,0,10,1,19,0,9
146260310,7,0,13,0,47,3,8
146260370,13,0,29,4,36,4,23
146260390,5,0,27,0,31,1,6
146260420,3,0,11,0,17,1,3
146260530,10,0,10,0,37,3,14
146260610,37,13,147,11,150,10,69
146265203,3,0,19,0,37,0,2
146265206,13,0,17,0,20,1,8
146265214,18,0,36,0,181,4,13
146265220,43,0,93,24,71,5,65
146265224,9,0,15,0,38,3,11
146265227,16,0,30,2,132,9,17
146265228,8,0,20,0,18,2,8
146265232,29,0,23,1,25,2,16
146265233,9,0,24,0,14,5,8
146265235,5,1,12,2,28,1,11
146265237,8,0,16,0,20,1,5
146265242,14,1,47,14,28,6,31
146265502,11,0,17,0,39,2,6
146265503,13,0,19,1,41,13,13
146270010,58,0,86,5,73,4,57
146270020,4,0,8,0,18,2,4
146270030,22,0,12,2,16,0,14
146270050,7,0,27,0,8,2,9
146270060,38,4,128,9,87,5,71
146270070,9,0,5,0,5,1,4
146270080,4,0,7,0,6,0,1
146270100,17,0,23,1,52,4,19
146270130,18,0,24,0,16,3,7
146270140,74,3,186,4,124,7,83
146270150,30,1,50,2,91,7,22
146270170,24,0,6,0,19,2,9
146270180,24,0,49,1,35,4,19
146270200,7,0,4,0,8,1,9
146270210,71,1,169,7,165,13,93
146270220,18,0,32,1,70,4,18
146270230,62,3,144,14,84,12,98
146270260,8,0,10,0,8,0,8
146270270,7,0,18,0,16,3,8
146270290,8,0,4,0,14,1,4
146270310,51,0,78,3,52,4,31
146270360,8,0,16,0,11,0,6
146275225,9,0,28,0,27,3,13
146275234,13,0,6,0,7,1,11
146275238,6,0,16,0,11,1,10
146280050,15,0,31,0,29,2,16
146280060,85,3,77,1,99,9,70
146280100,9,0,12,0,12,0,5
146280110,159,4,193,6,230,15,134
146280130,18,0,26,0,27,1,12
146280160,27,0,86,0,45,3,36
146280190,16,0,10,0,36,6,9
146280220,12,2,19,9,21,1,22
146280260,24,2,83,2,48,4,35
146280300,12,0,13,0,20,1,11
146280360,28,0,65,2,80,5,39
146280380,21,0,25,0,33,2,18
146280410,54,0,75,2,165,3,31
146285201,37,0,38,2,125,7,23
146285202,21,0,24,6,91,1,22
146285204,11,0,46,6,97,5,14
146285209,19,0,21,0,60,2,17
146285219,33,0,53,0,188,11,15
146285221,12,0,18,0,40,4,5
146285229,85,5,178,20,214,11,117
146285230,27,1,31,0,31,5,12
146285240,19,5,28,0,59,3,15
147130000,896,118,2191,201,2500,121,1295
147290030,5,0,6,1,7,0,6
147290040,24,0,14,0,22,3,27
147290050,49,0,84,1,65,9,44
147290060,10,0,19,0,21,1,11
147290070,36,0,34,3,31,1,25
147290080,8,0,29,3,63,5,8
147290140,51,0,33,1,79,5,20
147290150,31,0,69,2,41,6,34
147290160,62,1,134,12,130,6,91
147290170,25,0,30,0,31,4,16
147290190,10,1,21,1,43,5,12
147290220,7,0,10,0,18,1,5
147290245,15,0,15,0,27,3,14
147290250,6,0,10,0,36,1,8
147290260,58,1,66,3,440,5,54
147290270,17,0,36,1,82,5,23
147290320,15,0,14,0,35,6,15
147290360,22,0,12,0,14,1,9
147290370,14,0,18,0,39,1,10
147290380,8,0,3,0,22,1,4
147290400,6,0,12,0,15,0,9
147290410,43,1,114,3,62,6,76
147290430,26,0,58,2,75,7,22
147295301,43,0,48,3,42,3,24
147295307,30,1,36,2,101,4,36
147295308,25,0,33,0,67,2,16
147300020,20,0,55,5,48,2,25
147300045,20,0,28,0,58,2,11
147300050,2,0,5,0,15,0,3
147300060,4,0,14,1,27,1,8
147300070,38,1,106,5,115,5,52
147300080,6,0,3,0,8,1,3
147300110,19,0,41,19,40,3,42
147300160,8,0,5,0,18,0,8
147300170,4,0,1,0,5,0,6
147300180,7,0,6,0,3,0,5
147300190,18,0,13,1,19,0,6
147300200,16,0,30,0,27,1,12
147300210,9,0,1,0,7,1,10
147300230,33,0,45,2,48,3,32
147300250,10,0,10,2,13,0,13
147300270,26,0,50,13,112,8,43
147300300,21,0,53,3,62,2,27
147300330,14,1,4,22,16,1,33
147300340,5,0,12,0,17,0,6
147305302,11,0,5,0,23,3,4
147305303,6,0,11,0,17,2,5
147305306,15,0,14,0,13,0,8
147305311,61,0,87,8,98,8,59
147305601,10,0,10,0,30,0,13
150010000,98,16,386,23,583,20,144
150020000,240,127,835,94,970,43,529
150030000,336,57,932,75,740,48,537
150810030,8,0,12,0,38,2,8
150810135,26,0,79,4,66,5,36
150810240,9,0,21,1,41,3,13
150810280,11,1,27,0,32,4,14
150810455,47,0,105,1,89,8,67
150815051,28,0,37,1,69,5,20
150820005,7,0,25,0,22,1,12
150820015,53,0,161,6,153,19,75
150820180,102,4,150,1,56,5,72
150820241,21,0,39,0,73,4,24
150820256,5,0,9,0,16,0,5
150820301,4,0,17,0,59,0,5
150820340,10,0,67,2,203,5,16
150820377,10,0,22,0,31,1,11
150820430,17,0,45,3,149,5,31
150820440,13,0,14,1,85,3,13
150830040,23,0,28,0,94,0,16
150830270,46,3,67,3,64,3,31
150830298,35,0,52,1,53,2,23
150830390,13,0,4,0,8,0,11
150830411,42,0,25,0,73,2,25
150830415,76,3,83,8,222,2,61
150830490,27,0,25,0,26,0,17
150830531,32,0,29,0,37,2,24
150830565,26,2,34,1,50,2,21
150835051,27,0,22,0,67,2,20
150835052,28,0,20,0,98,1,24
150835053,24,0,35,0,40,0,22
150835054,63,0,23,0,127,1,50
150840130,24,0,15,1,29,4,9
150840235,12,0,18,1,34,4,17
150840315,15,0,24,0,57,3,14
150840355,45,1,199,14,302,14,99
150840490,10,0,14,0,25,1,13
150840550,44,1,147,18,150,6,88
150840590,38,1,92,4,91,10,46
150845051,12,0,29,1,58,4,14
150845052,24,0,23,1,35,6,20
150845053,28,0,54,1,118,4,23
150845054,11,0,17,0,228,2,10
150850040,13,0,28,0,39,2,13
150850055,33,0,74,3,69,5,47
150850110,3,0,10,0,33,2,5
150850135,41,2,126,9,91,6,61
150850145,12,0,34,0,43,3,13
150850185,8,0,10,0,30,2,6
150850190,27,0,41,0,66,3,22
150850227,23,0,20,1,21,1,23
150850228,35,0,55,2,109,7,19
150850230,33,0,28,0,42,4,18
150850235,48,1,127,14,157,7,63
150850330,23,1,79,1,133,12,29
150850370,59,14,238,5,221,9,71
150855051,16,0,30,0,50,0,11
150860005,16,1,32,0,167,0,21
150860015,75,1,97,12,217,4,60
150860035,12,0,16,0,43,1,11
150860040,67,0,57,3,46,6,29
150860055,33,0,28,3,37,4,21
150860080,26,0,13,6,45,2,19
150860140,32,3,38,4,117,5,34
150860145,14,0,13,1,39,0,9
150870015,16,0,11,0,80,2,11
150870031,10,1,7,0,25,3,10
150870130,22,0,61,6,117,7,25
150870165,5,0,5,0,28,2,4
150870220,13,0,38,3,17,4,19
150870275,4,0,15,0,42,3,2
150870370,34,0,73,4,158,5,28
150870386,16,0,21,0,44,3,15
150870412,22,0,33,1,60,2,13
150875051,9,0,27,0,63,4,12
150875052,13,0,26,1,26,4,11
150880020,10,0,37,2,40,3,12
150880025,9,0,18,0,33,3,10
150880065,9,0,38,0,31,0,13
150880150,24,0,22,0,46,3,19
150880195,40,0,74,2,124,3,36
150880205,21,0,58,3,27,3,18
150880216,18,1,33,0,66,3,25
150880220,23,6,130,6,104,9,49
150880235,19,0,20,0,40,0,19
150880295,25,0,17,0,29,3,19
150880305,20,0,44,4,59,3,23
150880319,18,0,28,0,35,1,18
150880330,20,0,15,0,56,1,23
150880365,17,0,53,1,28,3,20
150885051,14,0,10,0,43,3,13
150890015,25,1,86,6,77,4,49
150890026,11,0,28,1,47,1,11
150890030,48,9,122,3,152,6,73
150890042,7,0,16,0,21,0,7
150890055,7,0,19,0,24,2,8
150890175,5,0,10,0,19,1,5
150890195,4,0,25,0,76,0,8
150890235,6,0,11,0,35,1,7
150890305,48,0,137,12,98,9,61
150890307,18,0,22,1,25,2,11
150890310,16,0,44,1,244,5,26
150895051,20,0,35,0,143,2,28
150895052,8,0,25,1,59,1,10
150900070,16,0,14,0,41,1,13
150900225,8,0,24,0,43,1,12
150900415,28,0,42,3,68,1,29
150900535,59,5,149,46,146,6,113
150900546,30,1,44,0,64,2,20
150900550,14,1,43,2,62,1,20
150905051,12,0,21,0,52,3,16
150905052,24,0,16,0,40,0,21
150905053,15,0,22,1,25,4,14
150910010,8,0,16,1,31,2,10
150910020,8,0,38,1,61,0,11
150910060,11,0,30,1,45,5,15
150910110,19,0,42,0,62,2,25
150910145,14,0,49,1,64,7,20
150910160,10,0,25,1,60,0,12
150910241,9,0,32,0,93,1,14
150910375,55,1,167,9,145,12,83
150910391,13,0,27,0,24,3,12
160510000,397,50,883,38,587,44,549
160520000,156,5,393,16,252,21,220
160530000,196,132,482,75,336,32,334
160540000,54,0,173,6,130,14,81
160550000,128,64,309,17,360,24,167
160630105,112,5,217,21,172,13,115
160610045,27,0,71,6,54,5,45
160610074,11,0,12,10,22,2,18
160610115,27,0,143,7,68,7,61
160610116,12,0,22,0,10,0,11
160610117,7,0,15,0,28,1,8
160610118,8,0,19,0,15,2,13
160615001,22,0,26,0,16,1,11
160615006,9,0,27,0,28,0,9
160615008,15,0,7,0,18,1,11
160615009,17,0,8,0,15,0,7
160615012,28,0,16,0,21,4,12
160615013,13,0,9,0,20,1,8
160615014,11,0,5,0,23,1,5
160620005,11,0,13,0,24,1,6
160620041,105,17,213,17,143,14,114
160620049,12,0,12,0,10,0,12
160620062,2,0,3,0,24,0,3
160620063,7,0,5,0,28,0,5
160620065,13,0,29,4,64,4,19
160625053,12,0,13,0,34,0,10
160625054,38,0,53,3,101,4,34
160630004,12,1,27,1,18,0,9
160630076,24,0,25,2,34,5,12
160630078,10,0,8,0,15,0,7
160630082,6,0,25,0,28,2,10
160630092,29,0,34,2,27,3,17
160630097,47,0,36,3,58,6,25
160630098,27,0,18,0,47,3,13
160630099,31,0,72,0,57,4,26
160630101,11,0,20,0,10,1,8
160630103,23,0,31,0,27,7,21
160635006,21,0,30,0,69,11,19
160635051,67,0,136,11,106,5,72
160635056,13,0,22,1,45,2,17
160635057,43,0,53,0,55,3,23
160635059,38,1,43,3,58,5,36
160640003,28,0,63,3,50,3,40
160640014,7,0,4,0,3,0,7
160640046,62,1,160,17,118,9,89
160640071,5,0,12,0,10,0,3
160640072,2,0,10,1,2,0,3
160640073,2,0,1,0,8,0,3
160645001,11,0,16,0,35,1,9
160645051,2,0,7,0,7,0,3
160645052,47,0,27,1,36,2,25
160645053,12,0,16,2,39,1,11
160645054,12,0,26,0,45,2,13
160645055,13,0,13,0,33,1,10
160650003,19,0,63,21,77,6,46
160650032,3,0,4,0,10,0,1
160650067,49,3,95,6,168,11,75
160650085,15,0,10,0,32,1,14
160650087,26,0,72,1,67,11,26
160650089,10,0,21,1,13,1,17
160655002,1,0,2,0,8,1,0
160655052,8,0,8,1,9,1,7
160655055,13,1,54,0,40,7,27
160655056,6,0,17,0,36,3,8
160660023,39,0,24,0,28,2,7
160660047,3,0,6,0,39,5,5
160660063,46,13,119,5,67,1,61
160660069,20,0,41,1,31,3,16
160660074,9,0,21,0,31,5,8
160660092,27,1,89,3,36,3,37
160660093,4,0,2,1,12,0,4
160660094,19,0,13,0,22,2,17
160665005,34,0,46,2,63,7,16
160665013,12,0,15,0,20,1,12
160665014,14,0,36,0,31,1,18
160665050,59,2,206,18,280,16,116
160665051,12,0,31,0,33,0,13
160670019,20,0,57,2,50,4,20
160670029,94,9,211,9,81,10,114
160670064,4,0,27,6,26,4,16
160670065,4,0,18,0,25,1,7
160670072,27,0,43,5,41,3,30
160670087,41,0,18,0,33,0,29
160670088,11,0,7,0,11,0,8
160675007,11,0,1,0,6,0,10
160675012,27,0,20,0,24,4,21
160675050,33,0,29,0,46,4,24
160675052,22,0,27,0,39,2,15
160675053,14,0,15,1,18,2,13
160675054,16,0,23,1,32,3,14
160680034,18,0,35,0,29,3,24
160680051,32,0,75,7,42,5,56
160680058,3,0,9,0,21,1,5
160680063,11,0,11,0,11,3,11
160685002,18,0,17,0,12,0,15
160685005,5,0,9,0,18,3,3
160685006,20,0,13,0,15,3,17
160685009,23,0,11,1,19,0,17
160685012,16,0,8,0,28,2,14
160685050,5,0,13,0,9,0,6
160690012,5,0,30,0,24,1,8
160690024,14,0,68,26,21,4,41
160690042,5,0,6,0,18,2,5
160690043,22,0,56,1,53,7,25
160690053,1,0,4,0,1,1,2
160690061,9,0,8,1,39,6,6
160690062,14,0,30,6,29,1,18
160695002,6,0,13,1,33,2,7
160695004,21,0,25,0,57,0,15
160695051,12,0,7,1,3,2,7
160700004,41,1,132,10,74,8,65
160700028,9,1,11,0,32,4,12
160700029,125,35,266,11,167,11,149
160700048,17,0,33,0,23,1,15
160700057,70,0,29,0,45,2,21
160700058,19,0,17,1,35,2,8
160705002,18,0,11,0,22,0,13
160705009,11,0,7,0,9,3,5
160710001,21,0,66,14,47,4,28
160710003,16,0,31,5,27,1,20
160710008,13,1,24,3,32,1,18
160710101,17,0,6,0,18,1,16
160710103,29,1,16,0,17,1,16
160715007,14,0,12,1,58,5,8
160715008,13,1,14,0,31,2,13
160715051,8,0,23,1,38,5,11
160715053,17,0,14,0,34,1,11
160720011,7,0,12,0,13,2,7
160720015,6,0,12,0,15,2,4
160720018,38,0,96,8,73,8,52
160720019,5,0,11,0,15,2,7
160720023,14,0,26,0,16,3,13
160720024,8,0,17,4,20,2,14
160725051,14,0,46,3,46,4,15
160730005,19,0,38,0,58,2,17
160730076,71,1,116,3,114,14,75
160730077,68,2,124,16,99,5,90
160730106,11,0,18,9,9,3,14
160730109,10,0,11,2,44,3,11
160730111,12,0,24,2,36,1,18
160735005,12,0,15,0,31,2,11
160735012,25,0,27,1,77,7,24
160735051,6,0,13,0,16,0,3
160735054,18,0,20,1,32,2,9
160740044,14,0,42,2,35,1,22
160745005,21,0,29,0,29,3,18
160745007,9,0,8,0,29,0,10
160745011,23,0,23,0,87,4,20
160745014,23,1,51,1,21,3,27
160745015,36,0,24,0,35,1,20
160745050,8,0,25,20,12,0,39
160745051,6,0,11,0,10,2,6
160745052,13,0,56,1,36,3,20
160745053,36,0,22,3,38,3,19
160750046,9,0,10,0,12,2,6
160750062,12,0,36,4,24,5,23
160750085,22,1,73,1,31,1,26
160750098,19,0,58,5,39,3,18
160750131,2,0,9,0,5,1,2
160750132,3,0,7,0,13,4,5
160750133,4,0,11,0,14,2,5
160750134,3,0,4,0,9,1,1
160750135,4,0,8,0,67,1,6
160750136,6,0,9,1,19,1,5
160755004,5,0,4,0,15,1,7
160755005,9,0,3,0,11,0,7
160755011,11,0,26,0,29,3,15
160755013,17,0,22,2,29,2,11
160755050,12,0,25,0,34,4,18
160760004,5,0,11,0,9,1,6
160760022,40,0,89,11,60,5,62
160760061,7,0,24,9,25,2,16
160760088,6,0,3,0,6,0,4
160760089,20,0,4,0,5,0,7
160760092,4,0,5,0,15,1,7
160760093,12,0,38,0,13,2,14
160765004,32,0,34,0,25,1,23
160765006,15,0,6,0,18,1,10
160765008,9,0,16,1,5,0,8
160765051,9,0,16,0,32,5,11
160765053,14,0,27,0,16,3,13
160765054,40,1,73,0,87,5,36
160765056,18,0,16,0,18,2,16
160770001,95,1,132,8,79,7,83
160770028,22,0,17,0,10,0,6
160770032,42,0,48,2,31,2,20
160775004,24,0,18,0,22,0,9
160775005,35,0,19,0,20,3,10
160775009,17,0,9,0,28,1,8
160775050,24,0,21,0,25,2,11
160775051,53,0,33,0,23,3,11
160775052,56,1,46,3,50,3,27
