index,education_many,education_few,shopping_many,shopping_few,leisure_many,leisure_few,accompany
73325005,20,0,25,0,89,1,20
73325006,29,0,15,0,62,3,6
73325007,0,0,0,0,0,0,0
73335002,26,0,34,1,49,3,23
73335003,25,0,20,0,45,3,17
73335004,36,0,55,3,76,2,46
73335006,24,0,60,1,60,2,28
73335007,29,0,48,4,82,3,32
73340007,20,1,59,3,67,0,30
73340501,35,0,73,1,104,5,48
73345001,26,0,38,0,40,4,18
73345002,10,0,37,0,126,0,13
73345003,28,0,51,0,117,4,25
73345004,36,0,62,2,130,4,32
73345005,28,0,47,1,60,0,28
73345006,24,0,30,0,89,3,20
73355001,14,0,24,0,27,0,17
73355002,44,1,42,0,130,4,28
73355008,27,0,46,3,60,2,29
73355009,21,0,47,0,84,3,21
73355010,24,0,36,1,167,3,33
73355011,41,0,71,3,117,3,50
73365008,19,0,43,1,65,2,23
73365009,24,0,72,1,82,2,25
73365010,55,0,88,8,112,5,68
73375001,45,0,36,4,220,6,52
73375002,87,0,82,7,249,7,46
73375003,156,6,78,11,190,5,82
73375004,55,0,92,1,47,4,42
73375005,104,0,37,0,103,2,16
73375006,76,0,25,1,76,3,21
73375007,30,0,49,0,61,2,17
73380004,15,0,25,1,34,4,14
73380005,18,0,31,0,27,0,15
73380017,9,0,26,0,26,6,17
73380019,29,0,54,2,29,2,26
73380025,35,1,95,3,62,10,65
73385001,28,0,48,0,47,0,22
73385004,35,0,37,1,50,2,33
73385006,20,0,27,0,39,1,15
73385007,29,0,43,2,57,2,28
73385008,49,1,44,0,95,3,33
73390005,42,8,93,6,74,5,56
73390009,8,0,22,0,19,0,10
73390030,73,0,108,9,126,4,78
73395001,26,1,32,0,61,5,24
73395002,39,0,75,1,65,3,38
73395003,31,0,45,0,57,3,22
73395006,69,1,104,2,119,7,81
73395007,119,0,103,2,118,7,83
73395008,18,0,45,0,28,2,22
73405001,37,0,62,3,267,9,31
73405002,25,0,64,0,112,4,14
73405003,23,0,16,1,87,1,21
73405004,9,0,28,1,53,0,15
73405006,14,0,25,0,41,1,19
73405008,18,0,21,1,71,2,23
73405009,9,0,22,0,60,2,12
81110000,972,211,2014,98,1620,115,1251
81150003,76,2,211,13,137,12,126
81150028,77,0,138,6,100,10,108
81150029,11,1,21,0,28,0,15
81150041,30,0,82,2,32,5,42
81150042,22,0,31,0,20,3,24
81150044,17,0,30,1,14,2,12
81150045,140,1,205,10,153,14,184
81150050,42,0,82,0,88,7,51
81150051,16,0,32,0,15,3,18
81150052,11,0,17,0,11,0,11
81155001,29,0,49,1,32,2,28
81155002,63,2,76,1,53,2,46
81155003,96,2,173,4,126,4,119
81155004,36,0,65,1,46,2,51
81155005,30,0,70,0,51,2,37
81155006,28,0,44,0,39,5,30
81160015,20,0,27,0,26,2,22
81160019,159,20,299,26,200,21,244
81160047,25,1,24,1,29,1,23
81160072,21,0,28,0,31,2,24
81160076,14,0,19,0,7,1,10
81160077,93,2,163,7,107,14,104
81160078,74,1,179,2,113,4,80
81160080,73,1,125,7,75,2,91
81160081,35,0,27,0,48,3,26
81165001,79,0,189,5,141,11,100
81165002,31,0,43,0,42,3,29
81165003,40,0,67,0,49,5,43
81165004,29,0,33,0,48,5,23
81165005,111,22,217,8,207,12,119
81165006,40,0,78,2,55,5,48
81165007,38,0,51,0,43,4,37
81165008,37,0,51,0,65,6,38
81165009,39,0,81,1,63,4,50
81170010,7,0,9,0,16,1,7
81175001,15,0,36,0,24,1,19
81175002,30,0,55,0,48,5,32
81175003,29,0,64,2,52,2,39
81175004,35,4,131,7,111,11,48
81175005,100,7,273,10,149,16,143
81175006,39,0,81,0,52,1,48
81175007,8,0,14,0,35,1,10
81175008,20,0,32,0,26,2,24
81175009,26,1,53,2,62,13,32
81175010,32,0,62,2,40,4,40
81175011,7,0,18,0,14,0,8
81180003,36,0,32,0,59,4,35
81180011,45,0,66,1,56,2,52
81180019,23,1,42,6,43,1,35
81180021,14,0,21,0,18,1,15
81180046,44,0,86,2,49,9,54
81180048,131,22,341,8,332,19,211
81180050,31,0,36,4,38,0,29
81180051,23,0,24,0,11,1,22
81180060,24,0,17,0,19,1,24
81180076,34,0,62,1,35,2,33
81180080,25,0,46,0,41,3,34
81180081,39,0,45,1,35,3,34
81185001,56,0,93,0,106,10,60
81185002,93,0,213,6,132,10,131
81185003,36,1,48,1,49,4,31
81185004,29,0,47,0,43,3,34
81185005,42,0,70,0,77,4,53
81185006,22,0,35,0,31,2,28
81185007,40,0,44,0,48,3,36
81185008,102,0,142,4,125,8,109
81190001,16,0,21,0,36,0,19
81190020,64,0,130,3,95,11,71
81190041,14,0,22,0,19,1,17
81190044,35,1,50,1,67,5,35
81190061,9,0,18,0,29,5,6
81190079,90,4,184,5,130,9,117
81190089,11,0,9,0,11,0,13
81190090,24,0,23,1,38,2,25
81190091,83,0,99,0,57,5,79
81190093,45,0,51,1,38,1,37
81195001,266,1,399,5,401,22,185
81195002,31,0,40,3,40,4,29
81195003,102,0,198,5,132,11,131
81195004,19,0,23,1,39,2,21
81195005,24,0,35,3,123,10,27
81195006,148,2,192,16,110,7,145
81210000,179,25,430,14,989,28,219
81250007,11,0,31,2,48,3,11
81250039,8,0,21,0,37,3,6
81250058,25,0,25,1,69,3,15
81250068,6,0,8,0,21,1,5
81250107,10,0,12,0,30,1,7
81255001,35,0,76,5,74,2,47
81255002,90,1,83,3,133,7,60
81255003,39,0,85,3,179,7,57
81255004,35,3,80,3,96,6,52
81255005,11,0,30,0,71,0,13
81255006,52,0,66,0,91,4,52
81255007,30,0,43,4,90,1,30
81255008,51,1,127,3,134,5,67
81255009,28,0,40,0,125,2,37
81255010,27,0,44,0,170,3,27
81255011,30,0,46,2,38,3,29
81255012,61,1,82,0,114,6,57
81255013,22,0,31,0,42,3,24
81255014,37,0,62,2,61,2,44
81260011,21,0,26,0,24,2,18
81260072,12,0,11,0,41,2,12
81265001,41,2,52,0,66,1,30
81265002,24,0,23,0,55,1,21
81265003,47,6,47,3,73,7,61
81265004,18,0,22,0,54,2,20
81265005,56,0,132,2,103,9,74
81270008,11,0,18,0,39,1,9
81270052,8,0,10,0,19,1,8
81270075,15,0,17,0,21,1,12
81275001,7,0,14,0,36,1,9
81275002,80,1,116,6,159,11,113
81275003,15,0,15,0,49,3,19
81275004,20,0,20,0,49,1,17
81275005,22,0,29,1,44,4,25
81275006,67,0,56,0,77,3,36
81275007,14,0,32,0,39,1,16
81275008,26,0,32,1,60,6,26
81275009,91,3,173,10,171,16,122
81280020,5,0,25,1,27,1,4
81280039,18,0,4,0,41,4,6
81280064,13,0,17,1,14,0,10
81280082,13,0,12,0,19,2,15
81280126,15,0,35,0,32,2,21
81280131,36,1,196,5,78,3,48
81280139,22,0,50,0,77,1,31
81285001,67,1,154,20,178,7,105
81285002,16,0,21,0,36,2,13
81285003,7,0,13,0,11,0,9
81285004,41,1,82,5,94,3,69
81350010,9,0,9,0,21,1,13
81350015,33,1,42,0,34,1,24
81350020,29,1,66,0,53,3,31
81350025,25,0,27,0,30,1,17
81350032,13,0,17,0,21,1,9
81355001,75,1,68,1,96,1,52
81355002,90,4,224,5,161,14,128
81355003,19,0,32,0,30,1,19
81360002,14,0,20,0,39,1,15
81360027,4,0,11,0,19,3,4
81360042,27,0,32,1,32,2,19
81360045,41,0,33,1,39,1,28
81360050,21,0,42,0,28,3,16
81365001,150,20,446,24,309,11,280
81365002,14,0,26,4,69,0,19
81365003,53,0,110,2,124,10,64
81365004,25,0,32,0,36,1,21
81365005,35,0,35,0,36,2,26
81365006,38,0,61,2,62,1,40
81365007,187,12,291,6,275,15,198
81365008,31,0,48,1,29,2,41
81365009,14,0,4,0,15,1,10
82110000,98,0,276,15,308,23,109
82120000,612,259,1317,109,1327,78,876
82150017,52,0,155,2,165,8,94
82150046,21,0,34,1,41,1,19
82150047,7,0,4,0,23,0,6
82150064,20,0,54,0,59,7,21
82150084,22,0,37,0,67,3,25
82150089,10,0,30,0,21,1,11
82150090,16,0,29,0,78,2,17
82150096,26,1,74,10,66,4,49
82150097,22,0,40,2,53,3,27
82150101,30,0,46,0,78,2,46
82150102,23,284,51,0,74,2,29
82150105,47,1,32,1,50,8,39
82150106,45,0,76,1,74,4,37
82150108,39,0,71,0,102,1,44
82150109,135,2,96,2,105,7,58
82150110,13,0,30,3,45,1,21
82155001,26,0,67,1,91,4,39
82155002,72,0,105,6,181,11,80
82155003,93,0,249,15,230,18,151
82155004,16,0,52,0,88,2,21
82155005,25,0,43,0,54,4,25
82155006,71,0,58,0,114,12,44
82155007,7,0,27,0,24,0,9
82160008,16,0,14,2,23,4,19
82160013,7,0,18,4,41,2,9
82160015,61,0,103,4,84,7,59
82165001,19,0,38,0,41,3,18
82165002,74,1,146,5,120,9,89
82165003,32,0,83,1,201,1,34
82165004,47,0,41,3,128,9,45
82165005,130,1,267,4,305,16,128
82165006,40,0,46,1,53,5,34
82165007,25,0,41,1,57,2,21
82210000,356,179,636,79,706,29,512
82220000,703,67,1338,90,1027,70,933
82250014,36,1,74,7,146,3,64
82250060,5,0,18,1,22,2,13
82255001,40,0,71,4,134,8,39
82255002,11,0,17,0,36,2,11
82255003,12,0,33,0,39,3,19
82255004,13,0,21,0,23,3,17
82255005,68,7,107,4,136,2,88
82255006,11,0,22,0,74,0,15
82255007,48,0,41,1,136,0,40
82255008,20,0,14,0,30,1,18
82255009,18,0,28,1,65,1,16
82260009,21,0,35,2,98,6,13
82260012,19,0,47,1,30,0,17
82260018,40,1,53,0,68,1,36
82260028,27,1,38,0,30,2,22
82260036,20,0,20,0,9,1,19
82260037,47,0,30,1,193,5,22
82260038,41,0,72,0,48,2,45
82260041,36,0,60,1,64,4,32
82260060,14,0,24,0,27,0,13
82260062,16,0,22,0,36,3,19
82260063,30,0,25,0,44,1,15
82260076,20,0,52,0,111,2,27
82260082,44,0,47,0,61,2,43
82260084,66,2,134,12,159,10,79
82260095,25,1,56,1,52,6,35
82260096,94,0,177,6,154,12,89
82260103,18,0,50,1,50,0,19
82260105,58,0,42,1,49,0,23
82260107,22,0,32,1,43,2,15
82265001,21,0,62,1,98,1,34
82265002,32,0,48,0,53,0,37
82265003,34,0,41,1,37,3,45
82265004,68,1,119,5,107,9,68
82265005,59,0,83,0,115,5,58
82265006,28,0,43,1,49,2,25
82265007,23,0,32,2,68,1,21
82265008,67,0,133,5,167,10,80
82265009,28,0,36,0,70,6,30
82265010,51,0,116,14,113,5,104
82310000,170,11,292,24,271,20,216
82350065,10,0,28,9,34,4,22
82350080,15,0,15,1,25,2,14
82355001,23,0,34,2,49,4,26
82355002,35,0,39,1,52,1,24
82355003,23,0,32,11,69,4,24
82355004,14,1,47,0,38,3,19
82355005,27,0,22,1,52,3,22
82355006,68,0,106,32,81,6,104
82355007,38,0,111,1,82,8,46
82355008,21,2,59,14,123,10,46
82360004,12,0,27,1,15,1,17
82360028,13,0,33,0,22,0,16
82360030,9,0,20,0,18,0,11
82360033,15,0,19,0,33,1,12
82360046,14,0,19,2,20,2,16
82360070,27,0,30,0,41,0,22
82360071,25,0,54,0,30,5,32
82360072,16,0,46,1,62,0,23
82365001,36,0,63,0,55,2,41
82365002,26,0,44,0,50,0,33
82365003,19,0,27,0,46,2,23
82365004,52,1,74,2,68,3,76
82365005,22,0,43,1,43,3,32
82365006,23,0,18,0,33,0,23
82365007,18,0,23,0,28,3,18
82370002,11,0,22,2,30,2,14
82370004,37,0,55,4,133,11,34
82370045,8,0,13,2,28,1,14
82375001,20,0,42,2,55,1,29
82375002,42,2,137,7,132,7,70
82375003,47,3,87,1,87,2,60
82375005,37,0,38,0,34,1,16
83110000,475,196,971,102,945,54,673
83150068,5,0,14,1,38,3,3
83150076,3,0,37,0,110,2,8
83150133,24,0,15,1,59,0,11
83155001,30,0,64,9,225,9,42
83155002,49,1,64,2,136,8,56
83155003,61,3,78,3,113,4,69
83155004,15,0,26,0,99,0,13
83155005,33,1,58,3,27,4,41
83155006,26,0,27,0,113,2,17
83155007,38,0,40,1,65,1,24
83155008,23,0,30,3,72,2,30
83155009,57,0,35,0,58,1,24
83155010,15,0,21,0,47,7,21
83155011,38,0,54,0,70,0,31
83155012,40,0,93,5,207,7,53
83155013,22,0,36,2,49,6,15
83155014,21,0,27,0,105,0,15
83155015,15,0,25,1,104,6,7
83155016,48,0,71,0,85,4,34
83155017,29,0,73,3,109,7,24
83165001,42,0,63,1,98,3,41
83165002,20,0,42,1,54,4,21
83165003,134,0,213,11,267,11,152
83165004,39,0,110,0,138,2,52
83165005,143,0,102,1,151,6,59
83165006,52,0,120,1,190,9,60
83170005,14,0,42,0,32,2,16
83170031,22,0,33,0,86,1,25
83170051,6,0,15,0,27,2,8
83170057,72,3,176,9,305,4,92
83170141,14,0,9,0,25,0,20
83170151,18,0,19,1,85,0,20
83170153,58,0,51,1,102,3,31
83175001,125,0,151,8,164,9,105
83175002,76,0,146,4,280,14,84
83175003,39,2,58,5,71,4,38
83175004,30,0,47,0,79,5,32
83175005,21,0,39,0,35,3,28
83175006,32,0,37,2,50,3,24
83175007,106,3,153,16,336,6,140
83175008,11,0,25,0,69,4,11
83175009,72,1,94,2,108,2,55
83175010,178,11,276,19,329,26,194
83175011,10,0,32,0,37,0,15
83175012,16,0,23,1,83,0,20
83175013,16,6,22,7,45,0,27
83175014,39,0,54,4,102,5,31
83179971,0,0,0,0,3,0,0
83250012,11,0,13,0,10,1,15
83255001,11,0,29,0,18,1,17
83255002,36,0,54,1,52,3,49
83255003,118,1,166,33,150,14,131
83255004,10,0,15,1,20,1,6
83255005,47,1,87,0,93,9,54
83255006,28,1,43,0,37,3,35
83255007,10,0,22,0,10,0,11
83260003,41,0,101,6,106,3,43
83260005,14,0,19,0,28,1,16
83260031,20,0,16,2,29,2,26
83260052,24,0,49,0,36,0,31
83260068,5,0,10,0,11,1,5
83265001,67,1,123,7,135,9,66
83265002,30,19,47,4,60,8,47
83265003,21,0,49,4,98,4,19
83265004,185,16,458,9,257,27,237
83275001,18,0,21,0,42,3,15
83275002,14,0,19,0,29,1,19
83275003,19,0,25,0,39,1,15
83275004,36,1,103,3,58,6,63
83275005,20,4,71,1,36,4,19
83275006,72,3,150,11,149,8,102
83350035,19,0,21,0,22,3,18
83350063,55,2,136,18,131,7,102
83350080,11,0,14,0,22,0,11
83355001,44,0,65,2,126,4,37
83355002,29,0,59,7,54,3,33
83355003,17,0,31,0,70,5,24
83355004,133,50,441,24,402,34,198
83355005,97,0,174,7,207,13,134
83355006,54,0,94,3,156,7,60
83360014,15,0,22,0,45,0,12
83360084,15,1,25,0,43,4,16
83360087,7,0,22,2,60,2,11
83360091,43,0,131,4,101,11,51
83360105,20,1,26,0,39,2,30
83360107,4,0,1,0,24,0,6
83365001,14,0,19,1,26,4,18
83365003,72,5,150,11,120,12,105
83365004,48,1,114,2,93,5,68
83365005,29,0,48,4,98,2,31
83365006,7,0,11,0,29,1,11
83365007,59,0,74,2,134,3,69
83365008,15,0,27,1,22,0,14
83365009,8,0,18,0,19,2,11
83370002,11,0,22,0,16,0,9
83370038,22,0,14,0,17,0,10
83370062,13,0,17,0,16,1,16
83370066,15,0,30,0,16,1,14
83370106,9,0,13,2,28,3,14
83370116,24,0,40,1,28,3,30
83375001,16,0,16,0,39,2,11
83375002,12,0,39,2,38,1,12
83375003,27,0,33,0,49,3,21
83375004,15,0,21,0,31,4,19
83375005,85,2,170,12,147,8,121
83375006,31,0,64,14,119,9,42
83375007,87,0,163,12,125,8,103
83375008,10,0,16,3,17,4,16
84150014,5,0,19,0,18,1,7
84150019,26,1,26,1,27,2,21
84150059,45,1,64,1,42,2,48
84150061,225,28,472,9,285,18,293
84150073,18,0,28,0,17,1,15
84150080,14,0,15,0,4,0,9
84150091,11,0,20,0,29,4,14
84150092,10,0,15,0,23,2,12
84150093,21,0,15,0,15,0,11
84155001,58,0,33,1,37,2,47
84155002,63,2,263,2,94,4,66
84155003,32,0,65,1,79,5,50
84155004,22,0,27,1,31,2,23
84155005,30,0,79,7,78,5,45
84155006,5,0,14,7,33,3,11
84159971,0,0,0,0,4,0,0
84160009,22,0,11,0,16,0,17
84160022,10,0,21,0,25,3,7
84160023,26,0,19,0,20,3,21
84160041,259,182,396,43,357,22,323
84160048,48,0,48,0,42,5,30
84165001,39,0,46,0,24,0,30
84165002,124,1,113,5,77,8,108
84165003,149,5,168,5,120,14,125
84170013,12,0,28,0,30,2,14
84170025,11,0,18,0,31,2,10
84170054,16,0,13,0,22,1,15
84175001,51,3,173,5,137,8,62
84175002,66,1,110,16,90,14,74
84175003,11,0,22,0,26,1,11
84175004,42,1,98,2,85,5,61
84175005,18,0,34,2,42,4,21
84175006,9,0,14,0,33,4,12
84175007,6,0,18,0,18,2,7
84210000,258,52,552,39,467,25,383
84250039,23,0,41,0,24,3,24
84250108,12,0,9,1,22,3,14
84250141,37,0,43,0,32,3,46
84255001,10,0,6,0,10,0,7
84255002,28,0,44,1,58,3,39
84255003,22,0,29,0,40,0,24
84255004,35,0,45,0,28,3,33
84255005,77,0,104,3,71,8,82
84255006,37,0,36,0,39,1,29
84255007,63,0,81,0,76,5,46
84255008,59,0,87,3,86,2,66
84255009,29,0,21,0,17,0,20
84255010,42,0,38,0,60,0,30
84260134,29,0,25,0,10,0,18
84265001,15,0,17,2,48,1,17
84265002,10,0,20,2,47,3,17
84265003,104,10,173,8,173,11,132
84265004,31,0,52,0,64,3,22
84265005,69,0,121,2,105,12,76
84265006,20,0,32,0,49,1,19
84265007,45,1,75,3,98,5,59
84265008,4,0,9,0,13,1,4
84265009,10,0,9,0,23,2,11
84350035,36,0,40,0,33,5,27
84355001,35,0,83,0,104,4,33
84355002,220,6,328,15,261,21,222
84355003,49,0,115,3,74,6,50
84355004,25,0,79,2,173,11,28
84355005,27,0,59,6,59,7,41
84355006,44,0,82,1,68,9,46
84355007,79,1,109,6,161,11,101
84360008,31,0,51,3,37,4,28
84360010,47,0,61,2,50,2,35
84360049,28,4,80,23,64,7,64
84360052,18,0,24,0,36,1,23
84360094,17,0,11,1,23,2,17
84365001,21,0,32,0,27,4,21
84365002,29,0,80,11,83,9,41
84365003,25,0,33,2,86,0,29
84365004,70,1,112,3,76,8,72
84365005,200,22,367,58,417,15,284
84365006,15,0,23,0,46,2,10
84365007,64,0,157,6,123,7,72
84365008,36,0,42,3,32,3,40
84365009,11,0,19,0,30,2,13
84370086,6,0,17,0,16,0,6
84375001,18,0,32,4,35,1,28
84375002,18,0,60,0,41,3,19
84375003,31,0,48,0,66,2,12
84375004,35,0,67,2,73,9,37
84375005,34,0,77,11,56,4,59
84375006,60,3,107,8,129,7,78
84375007,20,0,24,0,30,4,11
91610000,135,15,495,15,351,25,210
91620000,2115,183,5138,268,3964,224,3012
91630000,96,2,369,18,164,9,156
91710111,28,0,52,3,68,2,37
91710112,36,4,74,4,88,7,48
91710113,10,0,31,1,23,2,13
91710117,11,0,29,0,24,1,14
91710118,3,0,5,0,13,0,1
91710125,20,0,79,1,45,0,28
91710127,5,0,1,0,5,0,6
91710131,12,0,3,0,3,0,4
91710132,8,0,14,0,26,1,9
91710133,7,0,10,0,13,1,8
91710137,5,0,9,0,12,0,7
91715101,10,0,29,1,14,1,11
91715102,14,0,14,0,14,2,12
91715103,6,0,8,0,23,0,4
91715104,5,0,12,0,10,0,6
91715106,2,0,8,0,18,0,3
91720111,12,0,20,1,17,3,15
91720112,9,0,9,0,13,3,5
91720114,35,1,91,11,92,7,48
91720115,4,0,6,1,14,0,7
91720116,17,0,51,2,70,5,15
91720117,3,0,22,9,36,4,12
91720118,24,0,73,2,63,3,34
91720122,19,1,41,0,45,2,24
91720124,2,0,2,0,11,1,3
91720128,7,0,39,0,13,0,6
91720129,3,0,6,0,29,0,2
91720130,7,0,14,0,11,3,9
91720131,2,0,0,0,22,0,2
91720132,9,0,56,1,71,2,9
91720134,19,0,20,0,27,1,12
91729452,1,0,0,0,0,0,1
91729454,0,0,0,0,4,0,0
91730111,5,0,11,0,20,2,3
91730112,23,0,80,3,70,6,35
91730118,15,0,11,0,19,0,7
91730120,14,0,11,0,16,0,6
91730123,7,0,8,0,19,2,5
91730124,4,0,7,1,6,1,5
91730126,58,1,86,0,49,5,50
91730130,15,0,12,0,9,0,20
91730131,5,1,1,0,13,0,4
91730134,3,0,5,0,17,1,3
91730135,5,0,40,1,41,2,7
91730137,3,0,17,0,37,1,6
91730145,8,0,4,0,23,0,3
91730147,28,1,89,4,80,3,35
91735107,11,1,22,0,33,1,11
91735108,15,0,34,0,65,4,15
91735109,11,0,9,0,10,0,8
91739451,0,0,0,0,1,0,0
91739452,0,0,0,0,3,0,0
91740111,15,1,29,0,22,0,11
91740113,11,0,23,1,22,1,9
91740115,68,0,153,14,126,5,91
91740118,9,0,11,0,5,1,11
91740121,4,0,9,0,5,0,5
91740122,5,0,12,0,8,0,7
91740126,25,0,55,1,37,0,29
91740131,18,0,43,2,20,1,18
91740135,7,0,18,1,6,0,7
91740136,12,0,26,1,10,1,13
91740137,6,0,3,0,3,0,3
91740141,5,0,9,0,12,0,5
91740143,13,0,8,0,8,0,8
91740146,3,0,9,1,4,0,2
91740147,9,0,8,0,6,0,9
91740150,7,0,16,0,12,1,6
91740151,10,0,3,0,2,0,8
91750111,9,0,9,0,14,1,4
91750115,21,1,65,6,43,3,50
91750118,8,0,11,0,12,0,9
91750122,37,5,91,0,76,4,58
91750123,6,0,10,0,10,0,7
91750124,39,1,43,0,19,0,45
91750127,34,2,61,0,27,2,34
91750132,28,0,122,2,70,3,44
91750133,14,0,21,0,27,1,12
91750135,26,0,45,2,73,1,36
91750137,10,0,20,0,30,0,10
91750139,14,0,35,0,26,0,15
91755112,19,0,22,0,28,0,20
91755114,37,0,50,1,51,4,33
91759451,0,0,0,0,2,0,0
91759452,0,0,0,0,5,0,0
91759453,0,0,0,0,3,0,0
91760112,10,0,12,0,27,1,6
91760114,29,0,70,0,68,0,30
91760118,2,0,4,0,5,0,3
91760120,7,0,15,0,22,2,7
91760121,2,0,10,0,11,0,3
91760123,43,9,93,1,55,6,64
91760126,20,0,34,0,34,2,22
91760129,5,0,20,0,17,0,5
91760131,2,0,6,0,3,0,4
91760132,3,0,1,0,6,1,2
91760137,6,0,5,0,14,0,3
91760138,8,0,13,2,55,1,9
91760139,14,0,34,0,18,1,22
91760143,5,0,15,0,13,1,7
91760148,1,0,2,0,8,0,1
91760161,2,0,10,1,9,1,3
91760164,4,0,8,0,24,1,2
91760166,2,0,5,0,11,1,4
91760167,6,0,10,0,7,0,7
91765115,27,0,12,0,39,1,16
91765116,6,0,14,0,13,0,8
91765118,8,0,9,0,6,1,4
91765119,12,0,25,0,11,0,13
91769451,0,0,0,0,0,0,0
91770113,14,0,7,0,14,0,5
91770115,33,0,51,0,37,3,20
91770117,98,2,300,5,106,6,130
91770118,24,0,14,0,26,0,12
91770119,12,0,11,0,3,0,9
91770120,4,0,4,0,10,0,3
91770123,31,0,18,1,21,0,10
91770127,4,0,7,0,3,0,3
91770130,14,0,19,1,20,0,9
91770137,12,0,11,1,7,0,7
91770139,19,0,36,2,26,2,17
91775120,17,0,8,0,13,0,13
91775121,11,0,8,0,12,0,7
91775123,21,0,39,0,75,1,29
91775124,8,0,8,0,10,0,5
91775125,10,0,9,0,8,0,8
91775126,20,0,39,4,41,1,23
91780116,12,0,22,0,28,0,7
91780120,26,0,36,3,37,0,22
91780122,5,0,6,0,9,1,4
91780123,11,0,11,0,14,0,5
91780124,109,87,228,15,212,14,134
91780130,26,1,39,0,72,1,26
91780133,4,0,6,0,13,0,5
91780136,3,0,3,0,1,0,3
91780137,5,0,8,0,9,1,5
91780138,10,0,10,0,27,0,8
91780140,5,0,6,0,11,0,4
91780143,63,2,117,3,72,3,52
91780144,7,0,17,1,11,1,8
91780145,37,1,62,0,45,3,31
91785127,13,0,28,0,22,0,15
91785129,16,0,30,0,24,3,12
91785130,11,0,30,0,20,0,15
91790113,23,0,19,0,10,0,6
91790117,4,0,2,0,8,1,4
91790118,18,2,25,0,13,0,21
91790119,17,0,20,0,18,1,13
91790121,109,2,263,11,101,14,150
91790123,43,1,104,4,65,5,61
91790126,20,1,66,0,55,2,34
91790134,26,0,42,0,37,2,27
91790138,13,0,11,0,3,0,7
91790142,41,1,86,0,49,3,38
91790145,31,0,53,1,28,2,42
91790149,3,0,9,0,6,2,4
91795131,23,0,39,0,38,1,28
91795132,12,0,11,0,32,0,9
91800112,14,0,9,0,19,2,4
91800116,6,0,12,0,14,0,9
91800117,30,2,127,3,149,9,30
91800118,4,0,16,0,31,1,6
91800122,2,0,18,0,33,4,3
91800123,7,1,45,2,68,1,7
91800124,20,1,50,4,68,2,24
91800125,34,1,49,1,52,4,9
91800126,4,0,25,0,7,1,5
91800134,3,0,8,0,9,0,2
91800136,2,1,4,0,14,0,3
91805133,10,0,9,0,30,0,6
91805135,2,1,6,0,32,0,4
91805136,17,0,16,1,30,3,13
91805137,1,0,4,0,21,1,1
91809451,0,0,0,0,3,0,0
91810113,3,0,1,0,6,0,4
91810114,28,0,38,0,66,7,17
91810116,2,0,7,0,4,1,3
91810122,10,0,15,0,9,2,8
91810128,16,0,29,0,24,4,13
91810130,91,1,179,4,144,6,81
91810132,6,0,6,0,8,2,3
91810144,5,0,13,0,26,0,8
91810145,2,0,8,0,10,1,3
91815138,4,0,11,1,20,0,5
91815139,10,0,8,0,20,3,6
91815140,14,0,11,0,10,2,13
91815141,9,0,14,0,12,0,8
91815142,14,1,15,0,37,2,19
91815143,34,0,35,0,29,2,41
91815144,18,0,14,2,23,1,21
91819451,0,0,0,0,24,2,0
91820111,8,0,42,7,46,1,20
91820112,4,0,19,1,30,1,5
91820114,14,0,19,0,22,3,6
91820116,15,1,46,0,26,1,16
91820119,38,1,43,0,15,5,29
91820120,24,1,72,4,32,1,34
91820123,4,0,11,0,19,0,4
91820124,6,0,8,1,23,2,3
91820125,65,0,77,0,31,3,27
91820127,5,0,10,0,2,0,5
91820129,3,0,38,0,55,2,4
91820131,19,0,63,0,59,2,11
91820132,4,0,44,2,39,1,5
91820133,5,0,9,0,9,0,3
91820134,8,0,21,1,16,0,8
91820136,11,0,9,0,9,0,5
91820137,18,0,11,0,17,0,9
91830112,15,0,25,3,17,2,14
91830113,8,0,6,0,10,2,5
91830114,6,0,11,1,69,0,1
91830119,19,0,24,2,30,0,17
91830127,5,0,5,0,3,1,3
91830128,63,3,113,7,80,5,77
91830135,6,0,0,0,15,0,3
91830144,9,0,13,0,26,1,7
91830148,37,0,46,0,45,3,35
91835145,9,0,6,0,43,0,7
91835146,12,0,15,0,30,1,17
91835147,4,0,1,0,9,0,4
91835148,9,0,16,1,28,1,9
91835149,12,0,18,0,61,1,13
91835150,16,0,8,0,19,0,18
91835151,5,0,3,0,11,1,5
91835152,8,0,1,0,24,0,2
91835183,6,0,7,0,15,1,8
91839451,2,0,1,0,0,1,0
91840112,18,0,29,0,58,5,12
91840113,13,0,12,0,21,0,10
91840114,12,0,41,0,12,0,10
91840118,11,1,22,0,31,0,11
91840119,24,39,54,0,64,6,36
91840120,34,1,72,3,142,1,43
91840121,8,0,11,0,16,0,8
91840122,18,1,60,5,182,3,31
91840123,52,1,86,60,47,5,121
91840127,23,0,41,0,11,0,22
91840129,15,0,13,0,45,0,15
91840130,50,1,53,1,41,3,49
91840131,25,0,34,1,35,4,25
91840132,12,0,24,0,28,0,15
91840134,30,1,56,1,33,3,38
91840135,21,3,25,1,52,1,26
91840136,54,4,150,3,120,5,97
91840137,7,0,26,0,13,2,8
91840138,26,4,74,4,72,2,35
91840139,29,0,41,0,77,1,49
91840140,12,0,24,0,17,0,7
91840141,15,0,40,0,7,0,17
91840142,13,0,21,0,13,1,12
91840144,7,0,18,1,12,0,9
91840145,25,2,57,1,29,3,30
